0.753479183,0.84973371,0.818731189,0.779616296,0.761819124,0.839274108,0.805861413,0.767734349,1
0.822403193,0.857691586,0.842665493,0.904304147,0.959270298,0.809253097,0.824794471,0.873494506,1
0.838715851,0.848485768,0.826450229,0.838467538,0.876185,0.880602539,0.843562067,0.872084022,2
0.882243633,0.86156714,0.878458261,0.920536101,0.846753359,0.823928356,0.84387666,0.889535606,1
0.88143611,0.902832568,0.841915607,0.840336978,0.880343914,0.900457025,0.840956807,0.831881821,1
0.881908298,0.877310455,0.901185989,0.891191363,0.91232872,0.877943933,0.894261122,0.896278262,2
0.852141142,0.850829482,0.855748773,0.864250541,0.763924062,0.795180023,0.791402876,0.779259682,1
0.827197552,0.767987847,0.799650431,0.838725209,0.853020549,0.842604339,0.873732984,0.828309655,2
0.812065423,0.796875536,0.82030648,0.813388884,0.83449316,0.751763523,0.773776054,0.747606754,1
0.795704484,0.797225237,0.835814476,0.826269984,0.820172787,0.792506695,0.876710296,0.838234782,2
0.724335313,0.809309065,0.779631793,0.80451709,0.679746032,0.744216323,0.800142467,0.831320584,1
0.787536144,0.818832755,0.902543068,0.743865371,0.902266026,0.890659332,0.852559984,0.858367205,2
0.913594306,0.808190763,0.813073397,0.868890643,0.860417843,0.795666039,0.812691033,0.836223841,1
0.886645913,0.810550869,0.8430264,0.900804639,0.947148144,0.841816306,0.806820571,0.870637894,2
0.930784822,0.805478394,0.814413726,0.780329525,0.883023381,0.802281141,0.840457916,0.798445344,1
0.801984549,0.711831212,0.807982683,0.727700293,0.80368185,0.718959451,0.788078249,0.742030799,2
0.762397051,0.746573687,0.842553198,0.806212842,0.700629592,0.867196023,0.826702952,0.789299369,2
0.730079353,0.795350015,0.637099743,0.633493781,0.84316057,0.842966914,0.877032697,0.85620892,2
0.898684561,0.812847495,0.807356715,0.795236409,0.844551265,0.852667093,0.827209353,0.794937968,1
0.860326529,0.858229518,0.853671253,0.812857211,0.895501137,0.875189424,0.87166971,0.845305383,2
0.883749425,0.838643253,0.815031707,0.868056059,0.830942929,0.891504407,0.839942217,0.922985971,2
0.849705398,0.858208001,0.841704547,0.878554761,0.843797147,0.865091801,0.910486579,0.901569247,2
0.77649945,0.840283632,0.819654286,0.771232128,0.848002791,0.824755549,0.804366112,0.796500683,1
0.925564408,0.816512704,0.824342191,0.900840223,0.892801762,0.845811188,0.846869469,0.862247527,1
0.820044577,0.888356447,0.915489554,0.909135818,0.810797632,0.888252199,0.922232449,0.921050489,1
0.831647754,0.779476941,0.872717798,0.793518186,0.834203899,0.905392647,0.862180173,0.86565125,2
0.807356894,0.822288871,0.829952776,0.788894057,0.75706321,0.796783924,0.785471737,0.778033555,1
0.763059378,0.730670691,0.619122803,0.726095974,0.811820686,0.802257359,0.69036448,0.796183348,2
0.82238096,0.780618191,0.776674211,0.775942564,0.814738333,0.779013276,0.74759233,0.791772664,1
0.79254353,0.811175644,0.815851569,0.877844632,0.776229322,0.70513773,0.690228641,0.647704601,2
0.866156995,0.844474733,0.882674277,0.882246137,0.873016238,0.796777666,0.884470046,0.872673869,1
0.8662287,0.854326308,0.836230278,0.800561488,0.723034918,0.759336889,0.71494019,0.791957021,2
0.808721125,0.733675003,0.73072964,0.802256227,0.815760374,0.672981024,0.710321128,0.670473337,1
0.918335378,0.868139327,0.839549303,0.82315433,0.892538965,0.807172656,0.834050953,0.821024716,2
0.881093562,0.83760047,0.834667623,0.856825709,0.863090038,0.830751061,0.873081923,0.851202607,1
0.921005726,0.798366487,0.811312318,0.844599307,0.871640921,0.822922587,0.825959086,0.882298112,1
0.921062529,0.832729459,0.80745393,0.823528051,0.892813444,0.825528264,0.78407228,0.806775808,2
0.783411264,0.774951041,0.822931647,0.782678127,0.887542546,0.868985355,0.88798362,0.912941217,1
0.814882874,0.823250234,0.858633578,0.825840831,0.824997485,0.857244849,0.861119151,0.85971421,1
0.806246459,0.806097746,0.83332181,0.756417036,0.856650114,0.885757923,0.841584742,0.802115798,2
0.857634425,0.820786536,0.805738926,0.859559059,0.947316766,0.808631837,0.782282352,0.831103206,2
0.885975897,0.929659486,0.86026454,0.828984261,0.867890716,0.894317567,0.91309005,0.867564917,2
0.643786967,0.806774497,0.795484066,0.822477996,0.759527028,0.808361828,0.785064399,0.82307601,1
0.892585099,0.836798131,0.856059313,0.823106647,0.895923138,0.862965822,0.880439699,0.813440859,1
0.866747081,0.811167836,0.84896338,0.813906252,0.899183333,0.854744077,0.875777185,0.819706202,2
0.892880261,0.865785122,0.858598709,0.832470238,0.838717043,0.83857286,0.801054358,0.824165404,1
0.850799143,0.85897702,0.849199235,0.837694824,0.876699865,0.867425025,0.893743932,0.849280417,1
0.84051466,0.856674612,0.827779889,0.795226514,0.802824259,0.84722966,0.758104444,0.80175221,2
0.810130596,0.795337915,0.843313158,0.901645601,0.791915536,0.703766584,0.785429478,0.794267714,1
0.843652546,0.805067956,0.785786569,0.798609674,0.902695715,0.807649136,0.77472353,0.768928051,1
0.810470581,0.743952632,0.779744029,0.664964139,0.877533078,0.830455959,0.77354753,0.751998484,2
0.771950185,0.802904725,0.767080903,0.809661269,0.821124434,0.870698988,0.842227697,0.867864728,1
0.890529215,0.84190017,0.84227258,0.850021422,0.857036531,0.792354941,0.762335062,0.776179492,2
0.687582076,0.734741271,0.744951606,0.702892661,0.849170744,0.842616141,0.869299233,0.841225982,2
0.856943965,0.852768183,0.890528023,0.802192807,0.856613934,0.896471441,0.883368611,0.822788179,1
0.824717343,0.818184674,0.842338443,0.821385264,0.833960176,0.868881345,0.90189147,0.926809847,2
0.848289669,0.742522061,0.781042874,0.809332848,0.884603739,0.817933083,0.875756741,0.875289917,1
0.785481989,0.859333158,0.871605337,0.897574008,0.852163374,0.841394186,0.876302838,0.853886008,2
0.841348231,0.814698875,0.821445167,0.811965287,0.884556592,0.828961611,0.837449074,0.864495873,2
